id,neighbourhood_cleansed,room_type_simple,accommodates,bedrooms,price_clean,price_category,latitude,longitude,review_scores_rating,number_of_reviews,host_is_superhost
13249280,Grajaú,Quarto Privado,1,1.0,95.0,Muito Baixo,-22.92368,-43.25608,4.86,7,f
1285479443572641455,Barra da Tijuca,Casa/Apto Inteiro,4,2.0,800.0,Médio,-23.00814,-43.30847,,0,f
879699760089305841,Camorim,Casa/Apto Inteiro,2,1.0,979.0,Médio,-22.976621901706046,-43.41553574301177,4.75,4,f
785043976044505793,Copacabana,Casa/Apto Inteiro,5,2.0,480.0,Médio-Baixo,-22.97112,-43.1848,4.92,12,t
708249745252294421,Gamboa,Casa/Apto Inteiro,4,2.0,297.0,Baixo,-22.89579,-43.19562,4.77,13,f
17920243,Guaratiba,Quarto Privado,1,1.0,150.0,Baixo,-22.95312,-43.62412,,0,f
1420086077274696794,Centro,Casa/Apto Inteiro,2,1.0,168.0,Baixo,-22.9106276,-43.1765802,,0,f
1288355192965027381,Centro,Casa/Apto Inteiro,4,1.0,175.0,Baixo,-22.9085651,-43.177743,4.88,17,t
935378104225270098,Barra da Tijuca,Quarto Privado,4,1.0,266.0,Baixo,-23.00373149016296,-43.39252095669508,4.88,74,
45748742,Camorim,Casa/Apto Inteiro,2,1.0,1181.0,Médio-Alto,-22.97585,-43.41357,5.0,1,f
617539284217403616,Tijuca,Casa/Apto Inteiro,2,2.0,186.0,Baixo,-22.92976,-43.23185,4.96,24,t
13520794,Copacabana,Casa/Apto Inteiro,4,1.0,380.0,Médio-Baixo,-22.96659,-43.18402,4.78,27,f
1087896693400771259,Guaratiba,Casa/Apto Inteiro,6,2.0,43.0,Muito Baixo,-22.99325422934938,-43.55803806334734,5.0,1,f
1174173665308322987,Leme,Casa/Apto Inteiro,3,1.0,206.0,Baixo,-22.96303,-43.17323,5.0,1,f
1393564372275829510,Centro,Casa/Apto Inteiro,2,1.0,186.0,Baixo,-22.911,-43.17748,5.0,2,f
1399423761381525685,Jacarepaguá,Casa/Apto Inteiro,6,3.0,400.0,Médio-Baixo,-22.97337284801793,-43.411127676120856,,0,f
1354589666084904573,Recreio dos Bandeirantes,Casa/Apto Inteiro,8,3.0,360.0,Médio-Baixo,-23.023424308221458,-43.478207141160965,,0,f
989631668282248745,Botafogo,Casa/Apto Inteiro,6,3.0,1140.0,Médio-Alto,-22.95458104707298,-43.19017639962486,5.0,4,f
27724955,Copacabana,Casa/Apto Inteiro,4,1.0,304.0,Baixo,-22.964579,-43.174232,4.67,3,t
1153171932098851208,Copacabana,Casa/Apto Inteiro,4,1.0,360.0,Médio-Baixo,-22.9683537,-43.1823213,4.73,11,t
1253573044524218621,Ipanema,Casa/Apto Inteiro,2,1.0,560.0,Médio,-22.98463,-43.19582,,0,t
1318213463360775061,Centro,Casa/Apto Inteiro,4,1.0,120.0,Muito Baixo,-22.91141607895715,-43.178061405766975,5.0,2,f
1311055163768114542,Copacabana,Quarto Privado,2,,,,-22.9638559,-43.1767291,4.9,20,t
926163521928951227,Humaitá,Casa/Apto Inteiro,4,2.0,,,-22.95843,-43.20258,5.0,5,f
47460442,Copacabana,Quarto Privado,2,1.0,142.0,Baixo,-22.97971,-43.19233,4.78,9,f
689295142361610648,Jacarepaguá,Casa/Apto Inteiro,5,2.0,60.0,Muito Baixo,-22.96948,-43.39249,4.86,7,f
1315283914048254349,Copacabana,Casa/Apto Inteiro,4,1.0,291.0,Baixo,-22.9644724,-43.1930856,5.0,13,f
1345698088937185287,Centro,Casa/Apto Inteiro,6,1.0,960.0,Médio,-22.913976607409257,-43.18333936869401,,0,f
1038695240795092543,Copacabana,Casa/Apto Inteiro,4,1.0,159.0,Baixo,-22.9755335,-43.1917481,4.91,57,f
41910399,Copacabana,Casa/Apto Inteiro,2,1.0,230.0,Baixo,-22.96568,-43.17603,4.74,42,t
812408644536952203,Centro,Casa/Apto Inteiro,2,1.0,150.0,Baixo,-22.9092,-43.19167,4.97,37,t
1039862147563815789,Botafogo,Casa/Apto Inteiro,2,1.0,242.0,Baixo,-22.945125496334395,-43.182421177625656,4.86,7,f
1289778396161612327,Copacabana,Casa/Apto Inteiro,6,3.0,518.0,Médio-Baixo,-22.9672813,-43.1808706,4.5,2,f
912947340226603538,Ipanema,Casa/Apto Inteiro,4,1.0,700.0,Médio,-22.985371588866304,-43.19485201316878,,0,f
43236463,Barra da Tijuca,Casa/Apto Inteiro,2,1.0,322.0,Médio-Baixo,-23.00962,-43.3333,4.85,181,f
712220905403062572,Recreio dos Bandeirantes,Casa/Apto Inteiro,4,1.0,3000.0,Alto,-23.0319,-43.47222,,0,f
1134249142286991110,Copacabana,Casa/Apto Inteiro,5,2.0,900.0,Médio,-22.96339,-43.17913,,0,f
18520346,Botafogo,Casa/Apto Inteiro,4,0.0,121.0,Muito Baixo,-22.94549,-43.1818,4.4,30,f
1280003337000914807,Flamengo,Casa/Apto Inteiro,3,1.0,187.0,Baixo,-22.93838,-43.17387,4.33,6,f
40135689,Barra da Tijuca,Casa/Apto Inteiro,12,4.0,3929.0,Alto,-22.99652,-43.41425,4.93,15,f
1120481811939393820,Centro,Casa/Apto Inteiro,3,1.0,129.0,Muito Baixo,-22.9118,-43.18686,4.88,97,
1409433586774186478,Centro,Casa/Apto Inteiro,2,1.0,151.0,Baixo,-22.9137653,-43.1883375,5.0,1,t
53201633,Ipanema,Casa/Apto Inteiro,2,1.0,350.0,Médio-Baixo,-22.98152,-43.20461,,0,f
1363070069963972939,Santa Teresa,Quarto Compartilhado,10,1.0,75.0,Muito Baixo,-22.92374,-43.1819,,0,f
1360851216384180088,Recreio dos Bandeirantes,Casa/Apto Inteiro,2,1.0,84.0,Muito Baixo,-23.0296414,-43.4741236,4.94,18,f
1359543452664861197,Santa Teresa,Casa/Apto Inteiro,7,1.0,612.0,Médio,-22.91776420657804,-43.19001363904028,5.0,1,f
1347318518929703269,Santa Teresa,Quarto Privado,1,1.0,300.0,Baixo,-22.91656,-43.18192,5.0,1,f
1445632486005709976,Copacabana,Quarto Privado,2,1.0,186.0,Baixo,-22.9625281,-43.1770527,5.0,1,f
1132790467878113190,Itanhangá,Quarto Privado,2,1.0,80.0,Muito Baixo,-22.978329126837576,-43.29637355921511,,0,f
1311514077703020443,Barra da Tijuca,Casa/Apto Inteiro,3,2.0,111.0,Muito Baixo,-23.0016716,-43.3094439,5.0,12,t
1318948584169371926,Barra da Tijuca,Casa/Apto Inteiro,4,2.0,700.0,Médio,-23.01106,-43.41851,,0,f
764291324184965172,Copacabana,Casa/Apto Inteiro,6,3.0,829.0,Médio,-22.984205876624067,-43.19394662976265,4.92,25,f
1129187931078835346,Copacabana,Casa/Apto Inteiro,4,1.0,,,-22.966334555793907,-43.18167518824339,5.0,10,f
1282079955557683965,Copacabana,Quarto Privado,2,1.0,147.0,Baixo,-22.96565,-43.18141,4.91,22,f
1045893795413522566,Vila Isabel,Quarto Privado,2,1.0,100.0,Muito Baixo,-22.91576,-43.24631,,0,f
1406656283898425812,Guaratiba,Casa/Apto Inteiro,4,1.0,240.0,Baixo,-23.006807115711087,-43.52679703384638,,0,f
1017544862620270226,Camorim,Casa/Apto Inteiro,2,1.0,199.0,Baixo,-22.9804488,-43.4226697,4.84,63,t
671671915808386244,Copacabana,Casa/Apto Inteiro,5,1.0,412.0,Médio-Baixo,-22.964525,-43.1740708,4.08,12,t
1318745506594960434,Laranjeiras,Casa/Apto Inteiro,4,1.0,395.0,Médio-Baixo,-22.9358,-43.18007,4.83,12,t
1408138426206636755,Camorim,Casa/Apto Inteiro,3,1.0,236.0,Baixo,-22.97629,-43.41335,4.88,8,f
1086197194078335840,Maracanã,Casa/Apto Inteiro,6,1.0,239.0,Baixo,-22.91614704137796,-43.23554743538182,5.0,8,t
1041118772715726358,Del Castilho,Casa/Apto Inteiro,2,1.0,120.0,Muito Baixo,-22.8769316,-43.2694551,4.81,31,t
2333023,Vila Isabel,Quarto Privado,2,1.0,190.0,Baixo,-22.91106,-43.24118,4.84,19,f
1266755845606220638,Santa Cruz,Casa/Apto Inteiro,3,2.0,119.0,Muito Baixo,-22.9503588,-43.6440387,4.83,18,f
1191349687749708749,Barra da Tijuca,Casa/Apto Inteiro,4,2.0,253.0,Baixo,-22.9779414,-43.40692050000001,5.0,9,f
1225593201286979340,Copacabana,Casa/Apto Inteiro,4,1.0,261.0,Baixo,-22.971343250821374,-43.18966672192582,5.0,22,t
48847165,Recreio dos Bandeirantes,Casa/Apto Inteiro,4,2.0,177.0,Baixo,-23.02058,-43.46897,4.38,13,f
1221912425022379821,Copacabana,Casa/Apto Inteiro,3,1.0,185.0,Baixo,-22.974206847472047,-43.19087116507195,4.89,27,t
1228978322187632126,Camorim,Casa/Apto Inteiro,4,1.0,195.0,Baixo,-22.97487,-43.41488,4.95,58,t
761138408874157544,Copacabana,Casa/Apto Inteiro,6,2.0,390.0,Médio-Baixo,-22.969277344823123,-43.19025955061763,5.0,1,f
993575125953638295,Copacabana,Casa/Apto Inteiro,3,1.0,233.0,Baixo,-22.9683808,-43.1823605,4.95,22,t
1386315865635498234,Copacabana,Casa/Apto Inteiro,4,2.0,313.0,Médio-Baixo,-22.97621,-43.18907,5.0,6,t
784692069924326109,Copacabana,Casa/Apto Inteiro,4,1.0,272.0,Baixo,-22.9729171,-43.1884229,4.92,106,t
751506251618514938,Recreio dos Bandeirantes,Casa/Apto Inteiro,5,1.0,120.0,Muito Baixo,-23.02894,-43.47284,4.75,56,f
1273848896897251061,Centro,Casa/Apto Inteiro,5,1.0,772.0,Médio,-22.89975377432365,-43.17937504299165,5.0,2,f
1196072740878727051,Leme,Casa/Apto Inteiro,1,1.0,115.0,Muito Baixo,-22.962714682914253,-43.16802844405174,5.0,4,t
38932309,Copacabana,Casa/Apto Inteiro,3,1.0,3282.0,Alto,-22.96491,-43.17531,5.0,2,t
1442179042975395582,Barra da Tijuca,Casa/Apto Inteiro,4,1.0,222.0,Baixo,-23.009808,-43.344876,5.0,1,f
710888565135654420,Joá,Casa/Apto Inteiro,10,4.0,20000.0,Muito Alto,-23.01587,-43.2944063,5.0,1,t
1395815259277317836,Praça da Bandeira,Quarto Privado,2,1.0,116.0,Muito Baixo,-22.913335511700325,-43.21075819629096,5.0,1,f
1244992801165561480,Copacabana,Quarto Privado,2,1.0,252.0,Baixo,-22.9822189,-43.1913077,,0,f
1094228698803903549,Camorim,Casa/Apto Inteiro,3,1.0,355.0,Médio-Baixo,-22.9839203403206,-43.41601054007121,5.0,4,f
46960003,Copacabana,Casa/Apto Inteiro,3,1.0,160.0,Baixo,-22.97111,-43.18843,4.87,120,f
1304523887126033264,Santa Teresa,Quarto Privado,3,1.0,135.0,Muito Baixo,-22.924586467291796,-43.19192324961944,,0,f
41142778,Leblon,Quarto Privado,5,2.0,547.0,Médio-Baixo,-22.98147,-43.22158,4.83,23,f
1436942134318260580,Ipanema,Quarto Privado,1,1.0,132.0,Muito Baixo,-22.98387869631706,-43.21375574916601,,0,f
1131187602675721085,Copacabana,Casa/Apto Inteiro,4,1.0,,,-22.9771495,-43.19254369999999,5.0,4,f
1147364358305898756,Curicica,Casa/Apto Inteiro,2,1.0,180.0,Baixo,-22.962248537911048,-43.39965831488371,5.0,2,t
15086281,Vidigal,Casa/Apto Inteiro,4,1.0,320.0,Médio-Baixo,-22.99427,-43.23677,5.0,1,f
1386385971839830400,Copacabana,Casa/Apto Inteiro,3,1.0,223.0,Baixo,-22.962778899740417,-43.17541792988777,5.0,3,f
1106616861272192899,Santa Teresa,Quarto Privado,2,1.0,,,-22.914082009290937,-43.1936932180006,4.0,1,f
2252657,Praça Seca,Quarto Privado,3,1.0,72.0,Muito Baixo,-22.90115,-43.34887,4.95,22,t
10596430,Ipanema,Casa/Apto Inteiro,2,0.0,253.0,Baixo,-22.98163,-43.1993,4.73,151,
1327024345474729959,Centro,Casa/Apto Inteiro,5,1.0,184.0,Baixo,-22.91456,-43.18559,4.63,8,f
954486134956378483,Barra da Tijuca,Casa/Apto Inteiro,4,2.0,690.0,Médio,-23.0140333,-43.31097860000001,4.97,29,t
1415584054543139788,Jacarepaguá,Casa/Apto Inteiro,4,1.0,180.0,Baixo,-22.968737450801378,-43.3879179507494,4.8,5,f
45829636,Tijuca,Quarto Privado,2,1.0,126.0,Muito Baixo,-22.92356,-43.2195,4.1,59,f
28629713,Copacabana,Casa/Apto Inteiro,7,0.0,242.0,Baixo,-22.98435,-43.18945,4.78,139,t
1263884083791302349,Copacabana,Casa/Apto Inteiro,3,1.0,232.0,Baixo,-22.9754926,-43.192932,5.0,2,t
12647682,Copacabana,Quarto Privado,3,1.0,207.0,Baixo,-22.96406,-43.176273,4.97,33,t
1108852713566730180,Copacabana,Casa/Apto Inteiro,2,1.0,235.0,Baixo,-22.96218128436081,-43.17482359702883,4.59,56,f
1302781549270251482,Santa Teresa,Casa/Apto Inteiro,3,1.0,172.0,Baixo,-22.91682,-43.18741,4.0,4,f
790010928568246318,Centro,Casa/Apto Inteiro,3,1.0,131.0,Muito Baixo,-22.907783355712343,-43.17761114559272,4.5,8,f
562289425480953589,Ipanema,Casa/Apto Inteiro,4,1.0,391.0,Médio-Baixo,-22.9864,-43.19489,4.55,82,f
1366144140171607460,Santa Teresa,Quarto Privado,2,1.0,115.0,Muito Baixo,-22.92358,-43.18357,,0,f
13601588,Recreio dos Bandeirantes,Casa/Apto Inteiro,8,3.0,1484.0,Médio-Alto,-23.02073,-43.46092,,0,f
1360383304899195805,Copacabana,Casa/Apto Inteiro,4,0.0,200.0,Baixo,-22.96352764710235,-43.175942744798114,4.8,20,t
579756,Santa Teresa,Quarto Privado,3,1.0,540.0,Médio-Baixo,-22.92118,-43.1869,5.0,18,f
40418615,Cosme Velho,Casa/Apto Inteiro,16,3.0,1700.0,Médio-Alto,-22.93632,-43.19428,4.5,8,f
1019533267191498620,São Conrado,Quarto Privado,2,1.0,253.0,Baixo,-22.99472,-43.25643,,0,f
633429701380681360,Centro,Casa/Apto Inteiro,3,1.0,185.0,Baixo,-22.910624,-43.176559,4.57,44,f
1147273432624433250,Copacabana,Casa/Apto Inteiro,4,1.0,298.0,Baixo,-22.98373,-43.19187,4.93,14,f
31058502,Ipanema,Casa/Apto Inteiro,6,3.0,429.0,Médio-Baixo,-22.983986,-43.197453,4.92,53,t
1407624260118278812,Copacabana,Quarto Privado,2,1.0,162.0,Baixo,-22.9662566,-43.1787938,5.0,2,f
22768530,Leblon,Casa/Apto Inteiro,2,0.0,243.0,Baixo,-22.982519,-43.223122,4.91,56,t
1342104863492176052,Recreio dos Bandeirantes,Casa/Apto Inteiro,4,1.0,283.0,Baixo,-23.0295,-43.47258,,0,f
16366738,Ipanema,Casa/Apto Inteiro,8,4.0,2325.0,Alto,-22.98425,-43.19961,,0,f
1307205388662506315,Centro,Casa/Apto Inteiro,4,1.0,221.0,Baixo,-22.90053762796521,-43.17934803664684,5.0,10,t
1412512247859195050,Cosme Velho,Quarto Privado,4,2.0,500.0,Médio-Baixo,-22.9423,-43.19951,,0,f
1208219152353466669,Leme,Quarto Privado,2,,,,-22.9629533,-43.1705469,5.0,2,f
791180851750382247,Barra da Tijuca,Casa/Apto Inteiro,2,1.0,700.0,Médio,-23.00826371661174,-43.34449168762081,,0,f
2985633,Glória,Casa/Apto Inteiro,5,1.0,188.0,Baixo,-22.92362,-43.17289,4.87,94,t
1360974225428766169,Flamengo,Casa/Apto Inteiro,5,2.0,605.0,Médio,-22.93539,-43.17735,,0,f
43700496,Recreio dos Bandeirantes,Quarto Privado,2,1.0,111.0,Muito Baixo,-23.015118,-43.44883,4.95,41,t
53261832,Copacabana,Casa/Apto Inteiro,8,3.0,,,-22.96733,-43.17866,4.75,4,f
9748445,Ipanema,Casa/Apto Inteiro,2,1.0,495.0,Médio-Baixo,-22.98366,-43.19753,,0,f
48172043,Santa Teresa,Quarto Privado,1,1.0,75.0,Muito Baixo,-22.91709,-43.18473,,0,f
1374857255149133081,Recreio dos Bandeirantes,Casa/Apto Inteiro,3,1.0,320.0,Médio-Baixo,-23.0310493,-43.4731819,5.0,1,f
784825370346809486,Botafogo,Casa/Apto Inteiro,4,2.0,,,-22.9525656,-43.1897724,4.89,38,f
36754922,Copacabana,Quarto Privado,1,,,,-22.97203,-43.18881,4.93,138,f
804958201603615328,Copacabana,Casa/Apto Inteiro,4,1.0,259.0,Baixo,-22.9781096,-43.1893096,4.88,25,t
1242920064675313041,Jacarepaguá,Casa/Apto Inteiro,4,1.0,1320.0,Médio-Alto,-22.9684909,-43.3923496,,0,f
1311520038695902383,Guaratiba,Casa/Apto Inteiro,16,4.0,,,-23.0083183,-43.5384622,,0,f
981058347680558849,Tijuca,Casa/Apto Inteiro,4,1.0,238.0,Baixo,-22.92152,-43.23091,5.0,2,t
1269544757590456481,Copacabana,Casa/Apto Inteiro,4,1.0,198.0,Baixo,-22.96205319685778,-43.17695931564376,5.0,11,f
1074039757340091502,Ipanema,Casa/Apto Inteiro,6,3.0,1059.0,Médio,-22.9874549,-43.1914044,3.0,1,f
1399403676639000822,Flamengo,Quarto Privado,2,1.0,274.0,Baixo,-22.927765,-43.1741486,,0,f
52372731,Barra da Tijuca,Casa/Apto Inteiro,2,1.0,291.0,Baixo,-23.00482,-43.34229,4.5,6,t
878171235276371742,Barra da Tijuca,Casa/Apto Inteiro,3,1.0,600.0,Médio,-23.01055343743259,-43.32783081549515,4.5,10,f
1051570105587003443,Centro,Casa/Apto Inteiro,3,1.0,193.0,Baixo,-22.912975706204108,-43.18819431534424,4.69,16,f
21963995,Santa Teresa,Quarto Privado,2,1.0,50.0,Muito Baixo,-22.91442,-43.18124,,0,f
859914829522815570,Guaratiba,Casa/Apto Inteiro,12,2.0,1500.0,Médio-Alto,-22.95677356787431,-43.59304521862092,5.0,3,f
42386997,Urca,Quarto Privado,1,0.0,,,-22.94331,-43.16098,5.0,13,t
1230466526182784009,Ipanema,Casa/Apto Inteiro,4,2.0,705.0,Médio,-22.985518,-43.2068339,5.0,10,f
1329559667067542020,Copacabana,Quarto Privado,2,1.0,284.0,Baixo,-22.97711,-43.18866,5.0,3,f
1047005365249041068,Copacabana,Casa/Apto Inteiro,4,1.0,359.0,Médio-Baixo,-22.9832614,-43.19165719999999,,0,
827004614719277410,Campo Grande,Casa/Apto Inteiro,3,1.0,278.0,Baixo,-22.90652796855677,-43.55840067866963,4.84,19,f
1241392538677613551,Copacabana,Quarto Privado,3,1.0,180.0,Baixo,-22.96932,-43.18668,4.89,28,f
54029195,Copacabana,Casa/Apto Inteiro,6,3.0,571.0,Médio,-22.974134,-43.187775,5.0,16,f
3341298,Ipanema,Casa/Apto Inteiro,4,2.0,782.0,Médio,-22.98453712463379,-43.19712448120117,4.5,58,f
1983606,Copacabana,Casa/Apto Inteiro,2,0.0,166.0,Baixo,-22.96951,-43.18549,4.92,368,t
16309040,Ipanema,Casa/Apto Inteiro,6,3.0,1045.0,Médio,-22.98485,-43.20653,4.69,13,f
1091233462443020915,Barra da Tijuca,Quarto Privado,1,1.0,65.0,Muito Baixo,-22.99549912384305,-43.32172774223724,4.84,19,t
1236073991286593560,Recreio dos Bandeirantes,Casa/Apto Inteiro,4,2.0,360.0,Médio-Baixo,-23.0149054,-43.4486472,4.75,4,f
1319579964617286984,Guaratiba,Quarto Privado,4,1.0,199.0,Baixo,-22.98114433419253,-43.55307391994152,,0,f
1199418668293159731,Leblon,Casa/Apto Inteiro,10,3.0,1696.0,Médio-Alto,-22.985057849134,-43.225842938623046,4.6,5,f
1361476314816364492,Curicica,Casa/Apto Inteiro,3,1.0,190.0,Baixo,-22.953163,-43.384209,5.0,5,t
52955623,Centro,Casa/Apto Inteiro,4,1.0,163.0,Baixo,-22.91007,-43.17565,4.88,42,f
1228488427045603190,Flamengo,Casa/Apto Inteiro,4,2.0,1155.0,Médio-Alto,-22.94073,-43.17752,5.0,1,f
1357937834303502232,Copacabana,Casa/Apto Inteiro,6,3.0,,,-22.9719179,-43.1853808,,0,f
856071607734794783,Vargem Pequena,Casa/Apto Inteiro,6,3.0,,,-22.992667309066185,-43.45744660873719,4.0,1,t
725460763308525141,Copacabana,Casa/Apto Inteiro,4,1.0,453.0,Médio-Baixo,-22.9721677,-43.1865823,5.0,13,f
1446893350774042360,Copacabana,Casa/Apto Inteiro,6,3.0,480.0,Médio-Baixo,-22.9719579,-43.1913652,,0,f
2383150,Lagoa,Casa/Apto Inteiro,4,2.0,18532.0,Muito Alto,-22.96727,-43.20762,5.0,3,f
41397673,Copacabana,Quarto Privado,2,0.0,252.0,Baixo,-22.98379,-43.18906,4.94,16,f
1281944331320760392,Barra da Tijuca,Casa/Apto Inteiro,5,2.0,360.0,Médio-Baixo,-22.97474021527416,-43.39392110829544,5.0,3,f
14281733,Jacarepaguá,Casa/Apto Inteiro,2,1.0,1374.0,Médio-Alto,-22.9707,-43.35886,,0,f
1228391006575120750,Recreio dos Bandeirantes,Casa/Apto Inteiro,6,2.0,173.0,Baixo,-23.007625282480124,-43.445330623550106,4.67,12,t
1404613243024743961,Copacabana,Quarto Privado,3,1.0,550.0,Médio-Baixo,-22.9761,-43.19309,,0,f
1434673522891104067,São Conrado,Quarto Privado,4,1.0,1423.0,Médio-Alto,-22.998191743165243,-43.2572752609849,,0,f
1356859362255897475,Leblon,Casa/Apto Inteiro,2,1.0,850.0,Médio,-22.9858658,-43.2217183,,0,f
52241439,Tijuca,Quarto Privado,3,2.0,105.0,Muito Baixo,-22.92048,-43.21619,4.99,67,t
1348808344450959252,Botafogo,Casa/Apto Inteiro,6,2.0,541.0,Médio-Baixo,-22.95198,-43.18556,5.0,3,t
2251938,Leblon,Casa/Apto Inteiro,5,3.0,5222.0,Alto,-22.98356,-43.23262,,0,f
1297808973888317748,Rio Comprido,Quarto Privado,2,,,,-22.9237509,-43.2126718,5.0,1,t
1020305723891062899,Ipanema,Casa/Apto Inteiro,4,2.0,,,-22.981138865943247,-43.20339956781878,4.5,2,t
1364033704693638322,Anil,Casa/Apto Inteiro,4,1.0,162.0,Baixo,-22.95883478460841,-43.342633210122585,5.0,8,f
1208234982816982654,Copacabana,Quarto Privado,2,,,,-22.9717191,-43.1863107,5.0,4,f
616752403075468111,Copacabana,Quarto Compartilhado,2,1.0,433.0,Médio-Baixo,-22.96783,-43.18283,5.0,12,t
39333026,Barra da Tijuca,Casa/Apto Inteiro,3,1.0,283.0,Baixo,-23.00418,-43.32712,5.0,44,f
1274559822780025780,Santa Teresa,Casa/Apto Inteiro,2,1.0,178.0,Baixo,-22.9195531,-43.1789336,5.0,7,f
903458315846588657,Barra da Tijuca,Casa/Apto Inteiro,4,1.0,386.0,Médio-Baixo,-23.0093514,-43.3448529,5.0,2,f
1442965617902250569,Copacabana,Casa/Apto Inteiro,4,1.0,222.0,Baixo,-22.9644724,-43.1930856,,0,t
1037258446792627192,Barra da Tijuca,Casa/Apto Inteiro,5,2.0,310.0,Baixo,-23.01086821027796,-43.33075363394911,4.87,23,t
1280397672166260832,Centro,Casa/Apto Inteiro,2,1.0,302.0,Baixo,-22.9094769,-43.1776722,5.0,5,f
833541,Leme,Casa/Apto Inteiro,7,3.0,1500.0,Médio-Alto,-22.96566,-43.17159,4.67,9,t
1172721335251935157,Lagoa,Casa/Apto Inteiro,5,0.0,630.0,Médio,-22.96223,-43.20998,,0,f
1422685105191553548,Leblon,Casa/Apto Inteiro,6,3.0,695.0,Médio,-22.983217985726696,-43.23229935351874,5.0,3,t
1363708902095250298,Ipanema,Casa/Apto Inteiro,6,2.0,224.0,Baixo,-22.981262,-43.202181,4.75,4,f
1361177260954077770,Recreio dos Bandeirantes,Casa/Apto Inteiro,4,1.0,450.0,Médio-Baixo,-23.03105,-43.47318,5.0,1,f
1211729284115215735,Laranjeiras,Casa/Apto Inteiro,6,2.0,551.0,Médio-Baixo,-22.9327479878701,-43.17983240000001,4.97,39,t
1389358590686347772,Copacabana,Casa/Apto Inteiro,4,1.0,194.0,Baixo,-22.982367,-43.1901528,3.75,4,f
998957513230367156,Copacabana,Casa/Apto Inteiro,4,1.0,413.0,Médio-Baixo,-22.9650008,-43.175467,4.6,25,f
53335507,Camorim,Quarto Privado,2,1.0,222.0,Baixo,-22.97505,-43.4159,4.92,238,f
3266856,Santa Teresa,Quarto Privado,1,1.0,135.0,Muito Baixo,-22.91931,-43.18421,4.56,9,f
1362478937234215774,Copacabana,Casa/Apto Inteiro,4,1.0,1535.0,Médio-Alto,-22.96930237482477,-43.189917576079,,0,f
1379780889886191474,Copacabana,Casa/Apto Inteiro,2,1.0,120.0,Muito Baixo,-22.97505089016944,-43.19247780421447,5.0,3,t
683158890115466198,Barra da Tijuca,Casa/Apto Inteiro,5,2.0,906.0,Médio,-23.00524278909957,-43.32196545700837,4.83,6,f
20213357,Botafogo,Casa/Apto Inteiro,2,1.0,502.0,Médio-Baixo,-22.94669,-43.18371,4.0,1,f
1367367434477391059,Copacabana,Quarto Privado,2,1.0,113.0,Muito Baixo,-22.962430496251606,-43.17470252969867,5.0,3,f
605152123402513283,Copacabana,Casa/Apto Inteiro,8,2.0,437.0,Médio-Baixo,-22.97811,-43.19083,4.83,40,t
1209442702794696427,Jacarepaguá,Casa/Apto Inteiro,4,2.0,2500.0,Alto,-22.972225521043725,-43.38761388311702,,0,f
40692291,Copacabana,Casa/Apto Inteiro,6,3.0,438.0,Médio-Baixo,-22.97443,-43.1864,4.97,59,t
32631889,Copacabana,Quarto Privado,2,0.0,180.0,Baixo,-22.96552,-43.17879,5.0,3,f
1131214216341333481,Copacabana,Casa/Apto Inteiro,2,1.0,153.0,Baixo,-22.96289963377905,-43.17583011067899,5.0,1,f
786831230325394058,Copacabana,Casa/Apto Inteiro,6,3.0,722.0,Médio,-22.97030372659461,-43.18452710304107,4.58,19,f
552756898119616467,Ipanema,Casa/Apto Inteiro,5,3.0,958.0,Médio,-22.98666,-43.19943,4.79,14,f
3200349,Vila Isabel,Quarto Privado,2,1.0,1200.0,Médio-Alto,-22.90947,-43.23901,,0,f
48213254,Santa Teresa,Casa/Apto Inteiro,4,2.0,166.0,Baixo,-22.91905,-43.1866,4.86,182,t
1402555380063906366,Maracanã,Quarto Privado,2,1.0,270.0,Baixo,-22.91495,-43.22657,5.0,1,f
829169918634338622,Copacabana,Quarto Privado,2,1.0,349.0,Médio-Baixo,-22.97813562519291,-43.19459335322375,5.0,1,f
757321882357427321,Leblon,Casa/Apto Inteiro,4,3.0,1052.0,Médio,-22.981763,-43.2222085,4.9,10,f
1302845578837460873,Leme,Casa/Apto Inteiro,4,2.0,579.0,Médio,-22.96217181691924,-43.170092626983646,5.0,1,f
646286308324054345,Barra da Tijuca,Casa/Apto Inteiro,4,1.0,598.0,Médio,-23.00865,-43.32825,4.87,45,f
21288513,Camorim,Quarto Privado,4,1.0,250.0,Baixo,-22.97042,-43.42554,4.33,3,f
985708239720525315,Leblon,Casa/Apto Inteiro,4,1.0,360.0,Médio-Baixo,-22.97881,-43.22439,,0,f
1358085387964475931,Glória,Casa/Apto Inteiro,4,1.0,214.0,Baixo,-22.92439,-43.17493,5.0,7,f
1298342595468063925,Barra da Tijuca,Casa/Apto Inteiro,7,2.0,1215.0,Médio-Alto,-23.003957445746504,-43.32248409022177,,0,t
707445111432962419,Recreio dos Bandeirantes,Casa/Apto Inteiro,4,1.0,3000.0,Alto,-23.00498,-43.44596,5.0,1,f
784950734027049341,Ipanema,Casa/Apto Inteiro,3,1.0,566.0,Médio,-22.9826866469695,-43.21212161332369,4.8,20,t
710184467823003597,Camorim,Casa/Apto Inteiro,4,1.0,550.0,Médio-Baixo,-22.98235,-43.41472,5.0,10,f
1316027505038993388,Copacabana,Casa/Apto Inteiro,2,1.0,461.0,Médio-Baixo,-22.96496433737532,-43.17530428293682,4.79,28,f
