id,neighbourhood_cleansed,room_type_simple,accommodates,bedrooms,price_clean,price_category,latitude,longitude,review_scores_rating,number_of_reviews,host_is_superhost
1227730581444118285,Copacabana,Casa/Apto Inteiro,6,1.0,324.0,Médio-Baixo,-22.96722,-43.18187,4.89,9,t
1353632774580742197,Barra da Tijuca,Casa/Apto Inteiro,2,1.0,540.0,Médio-Baixo,-23.004625,-43.3411517,4.67,3,f
31715725,Catete,Quarto Privado,2,1.0,269.0,Baixo,-22.92441,-43.18177,4.43,7,f
1066921908716058574,Copacabana,Casa/Apto Inteiro,4,1.0,,,-22.98243967827402,-43.19471250145403,5.0,2,t
696537570246954349,Jacarepaguá,Casa/Apto Inteiro,4,2.0,1800.0,Médio-Alto,-22.9681738,-43.3924984,,0,f
695507449170985978,Catete,Casa/Apto Inteiro,3,1.0,300.0,Baixo,-22.92571,-43.1773,5.0,9,f
1421041320923049846,Copacabana,Casa/Apto Inteiro,4,1.0,256.0,Baixo,-22.97942,-43.19027,5.0,1,f
828943455181958308,Copacabana,Casa/Apto Inteiro,5,1.0,200.0,Baixo,-22.96656,-43.18467,4.75,20,
1420510387949930622,Botafogo,Casa/Apto Inteiro,2,1.0,188.0,Baixo,-22.9497455,-43.1824266,5.0,1,f
1429838886060087394,Catete,Casa/Apto Inteiro,3,1.0,150.0,Baixo,-22.92459,-43.17691,5.0,1,f
1364158465013458910,Copacabana,Casa/Apto Inteiro,2,1.0,155.0,Baixo,-22.98338,-43.1930676,4.86,7,
41801093,Copacabana,Casa/Apto Inteiro,2,1.0,603.0,Médio,-22.964764,-43.176495,4.89,9,f
1562955,Copacabana,Casa/Apto Inteiro,6,1.0,181.0,Baixo,-22.96851,-43.18401,4.38,245,f
16531389,Ipanema,Casa/Apto Inteiro,4,1.0,2125.0,Alto,-22.98389,-43.19596,5.0,2,f
51534616,Copacabana,Casa/Apto Inteiro,5,1.0,411.0,Médio-Baixo,-22.982458114624023,-43.19026565551758,4.72,221,t
22752214,Rio Comprido,Casa/Apto Inteiro,2,1.0,153.0,Baixo,-22.92357,-43.21393,5.0,22,f
1181781007465825726,Barra da Tijuca,Casa/Apto Inteiro,8,3.0,1150.0,Médio-Alto,-23.00919,-43.34469,4.5,4,f
1378438574181962191,Praça da Bandeira,Quarto Compartilhado,10,,120.0,Muito Baixo,-22.91416,-43.2117,,0,f
1314591195028336609,Copacabana,Casa/Apto Inteiro,4,2.0,309.0,Baixo,-22.972132724328706,-43.18824897868596,4.55,11,f
1362317547179516713,Copacabana,Casa/Apto Inteiro,4,1.0,,,-22.97604800727324,-43.19223365095217,5.0,1,f
1304481977672849740,Camorim,Casa/Apto Inteiro,2,1.0,141.0,Muito Baixo,-22.9798,-43.42196,4.9,10,f
814338761421879241,Copacabana,Casa/Apto Inteiro,3,1.0,199.0,Baixo,-22.9735513,-43.1893696,4.88,34,t
873251876948935795,Copacabana,Casa/Apto Inteiro,3,1.0,206.0,Baixo,-22.983358432709352,-43.19291083862305,4.93,72,t
54002010,Centro,Casa/Apto Inteiro,2,1.0,157.0,Baixo,-22.91382,-43.18728,4.67,3,f
1331329459629512234,Alto da Boa Vista,Casa/Apto Inteiro,12,6.0,6108.0,Alto,-22.9760631,-43.2787106,5.0,1,f
1084031335012632158,Copacabana,Casa/Apto Inteiro,4,2.0,485.0,Médio-Baixo,-22.98651,-43.19162,5.0,22,t
758096240753469779,Copacabana,Casa/Apto Inteiro,2,1.0,159.0,Baixo,-22.983145512137305,-43.19420371349183,4.7,27,t
39085218,Barra da Tijuca,Casa/Apto Inteiro,4,2.0,342.0,Médio-Baixo,-23.00624,-43.43059,4.99,81,t
4799127,Copacabana,Casa/Apto Inteiro,3,0.0,503.0,Médio-Baixo,-22.97368,-43.1947,4.97,29,t
1312177694568999717,Barra da Tijuca,Casa/Apto Inteiro,3,1.0,578.0,Médio,-23.01157789780904,-43.3258538825736,5.0,1,
1227746793732790715,Jacarepaguá,Casa/Apto Inteiro,3,1.0,,,-22.9626949,-43.3908171,5.0,1,f
578720220849412214,Barra da Tijuca,Casa/Apto Inteiro,6,3.0,1786.0,Médio-Alto,-23.00897,-43.34389,4.97,39,t
1099968689149957827,Copacabana,Casa/Apto Inteiro,6,3.0,352.0,Médio-Baixo,-22.967762331060115,-43.183140887717485,4.92,38,t
815309882749734621,Leme,Casa/Apto Inteiro,5,2.0,609.0,Médio,-22.963069613987827,-43.16699796431956,5.0,9,f
1415417328985426465,Copacabana,Casa/Apto Inteiro,4,1.0,225.0,Baixo,-22.97065196669812,-43.18817317485809,,0,f
8981357,Ipanema,Casa/Apto Inteiro,2,1.0,255.0,Baixo,-22.98441,-43.1969,4.72,197,
30344532,Copacabana,Quarto Privado,1,,,,-22.96591,-43.18852,4.93,59,f
1080207770619058796,Madureira,Casa/Apto Inteiro,3,1.0,180.0,Baixo,-22.8798912697074,-43.34035266190767,4.83,24,f
1100226106375867902,Santa Teresa,Casa/Apto Inteiro,4,1.0,133.0,Muito Baixo,-22.91571,-43.18565,4.92,26,f
735709672448310951,Leme,Casa/Apto Inteiro,5,2.0,434.0,Médio-Baixo,-22.9639,-43.17357,5.0,71,t
843656025989649893,Ipanema,Casa/Apto Inteiro,5,2.0,717.0,Médio,-22.986605097077348,-43.19249772633327,4.72,78,t
1223270282872174758,Botafogo,Casa/Apto Inteiro,4,1.0,261.0,Baixo,-22.95539,-43.18878,5.0,16,f
1418798623093439125,Laranjeiras,Casa/Apto Inteiro,2,1.0,208.0,Baixo,-22.937612809512288,-43.19408006966114,,0,f
37769679,Copacabana,Casa/Apto Inteiro,4,2.0,350.0,Médio-Baixo,-22.97901,-43.19191,4.88,40,f
1153907447239236485,Centro,Quarto Privado,2,1.0,299.0,Baixo,-22.90577510335362,-43.194673294041245,5.0,3,f
41206840,Tijuca,Casa/Apto Inteiro,10,3.0,576.0,Médio,-22.92545,-43.23967,,0,f
1450213653760508861,Ipanema,Quarto Privado,1,1.0,193.0,Baixo,-22.9831016,-43.2087408,,0,t
1439138730686219185,Leme,Casa/Apto Inteiro,6,3.0,1326.0,Médio-Alto,-22.96153,-43.16797,,0,f
1045607857230861707,Santa Teresa,Casa/Apto Inteiro,5,2.0,400.0,Médio-Baixo,-22.9180322,-43.1814948,5.0,5,f
32409253,Copacabana,Casa/Apto Inteiro,2,1.0,144.0,Baixo,-22.96731185913086,-43.18115615844727,4.66,109,t
14294990,Catete,Casa/Apto Inteiro,3,2.0,600.0,Médio,-22.929,-43.17903,5.0,12,f
885336518052496205,Barra da Tijuca,Casa/Apto Inteiro,3,1.0,366.0,Médio-Baixo,-23.01086,-43.32232,5.0,29,t
785592009568119635,Humaitá,Casa/Apto Inteiro,2,2.0,199.0,Baixo,-22.95732,-43.20322,4.86,7,f
20762065,Recreio dos Bandeirantes,Casa/Apto Inteiro,4,2.0,227.0,Baixo,-23.01936,-43.45972,4.94,90,t
739895549662462818,Copacabana,Casa/Apto Inteiro,3,1.0,450.0,Médio-Baixo,-22.984041,-43.1914755,4.82,33,f
13882768,Copacabana,Quarto Privado,2,1.0,70.0,Muito Baixo,-22.96435,-43.17783,4.59,169,f
1406792575660389160,Copacabana,Casa/Apto Inteiro,3,1.0,208.0,Baixo,-22.98358977875996,-43.19262932986021,5.0,2,t
729565008445102126,Leblon,Casa/Apto Inteiro,5,2.0,394.0,Médio-Baixo,-22.9835236,-43.2164696,4.72,71,f
16859349,Flamengo,Quarto Privado,2,1.0,243.0,Baixo,-22.93511,-43.1754,5.0,23,f
1441781530734187973,Barra da Tijuca,Casa/Apto Inteiro,2,1.0,248.0,Baixo,-23.0039,-43.34003,,0,t
761747225112763402,Leblon,Casa/Apto Inteiro,4,1.0,268.0,Baixo,-22.98564,-43.2238,4.5,12,f
1260206331529128051,Vargem Pequena,Casa/Apto Inteiro,3,1.0,118.0,Muito Baixo,-22.9828743,-43.464085,5.0,11,t
983270205603766586,Copacabana,Casa/Apto Inteiro,6,2.0,332.0,Médio-Baixo,-22.965550866432334,-43.17705138052826,4.88,26,t
960367023653965289,Centro,Casa/Apto Inteiro,3,0.0,88.0,Muito Baixo,-22.912565274305276,-43.19062203168869,4.66,79,f
1144786963326557448,Leblon,Casa/Apto Inteiro,2,,,,-22.985623231872005,-43.2280308008194,5.0,1,t
1237093927657580610,Leme,Casa/Apto Inteiro,2,1.0,279.0,Baixo,-22.96225072577289,-43.17135115422181,4.62,13,f
1310115587099236647,Laranjeiras,Quarto Privado,2,1.0,,,-22.9316061059997,-43.1889107776409,,0,f
12270978,Botafogo,Casa/Apto Inteiro,6,3.0,1200.0,Médio-Alto,-22.95106,-43.17837,,0,f
12005351,Botafogo,Casa/Apto Inteiro,2,1.0,,,-22.95787,-43.18025,4.82,33,f
593623318417143867,Bancários,Casa/Apto Inteiro,6,2.0,142.0,Baixo,-22.7983198,-43.1731488,5.0,11,
1136928182655526476,Copacabana,Casa/Apto Inteiro,4,1.0,472.0,Médio-Baixo,-22.974671975557182,-43.18962324410677,,0,f
1383571829961886769,Copacabana,Casa/Apto Inteiro,4,1.0,243.0,Baixo,-22.9755124,-43.188449,4.63,8,f
948164442549000644,Copacabana,Casa/Apto Inteiro,4,2.0,1200.0,Médio-Alto,-22.9663,-43.18671,5.0,2,f
10436065,Jardim Botânico,Casa/Apto Inteiro,6,3.0,1600.0,Médio-Alto,-22.96496,-43.22576,5.0,1,f
923641085284705457,Flamengo,Casa/Apto Inteiro,2,1.0,1080.0,Médio,-22.93243608096035,-43.17495428075642,5.0,2,f
26745655,Copacabana,Casa/Apto Inteiro,8,2.0,301.0,Baixo,-22.97825,-43.1907,4.75,114,f
730951853302516668,Flamengo,Casa/Apto Inteiro,5,2.0,823.0,Médio,-22.936625,-43.17545,,0,f
1430518661825242660,Botafogo,Quarto Privado,1,1.0,116.0,Muito Baixo,-22.9495412626902,-43.18285624269032,5.0,1,f
8716271,Leblon,Casa/Apto Inteiro,5,2.0,523.0,Médio-Baixo,-22.98169,-43.22397,4.86,49,t
41563890,Copacabana,Casa/Apto Inteiro,4,2.0,,,-22.9729,-43.18447,5.0,5,t
11633008,Santa Teresa,Casa/Apto Inteiro,7,3.0,778.0,Médio,-22.92331,-43.19022,4.86,36,t
50422304,Recreio dos Bandeirantes,Casa/Apto Inteiro,10,4.0,870.0,Médio,-23.02475,-43.49902,4.51,84,f
3123252,Copacabana,Casa/Apto Inteiro,2,0.0,412.0,Médio-Baixo,-22.96928,-43.1825,4.71,17,f
1145066231615830859,Leblon,Quarto Privado,2,1.0,325.0,Médio-Baixo,-22.98305241722265,-43.21602523326874,5.0,32,t
14028792,Freguesia (Jacarepaguá),Casa/Apto Inteiro,16,3.0,2000.0,Alto,-22.9325,-43.327,,0,f
1203827985426351391,Guaratiba,Quarto Privado,5,1.0,264.0,Baixo,-22.962488737060266,-43.59007036894074,,0,f
54296586,Copacabana,Quarto Privado,3,1.0,180.0,Baixo,-22.96854,-43.18368,4.96,126,t
42293621,Recreio dos Bandeirantes,Casa/Apto Inteiro,6,2.0,1557.0,Médio-Alto,-23.0176,-43.46372,5.0,1,f
1053716797020259779,Barra da Tijuca,Casa/Apto Inteiro,3,1.0,351.0,Médio-Baixo,-23.01043591404373,-43.35741246190186,4.89,87,t
1110800557124350714,Copacabana,Casa/Apto Inteiro,3,1.0,325.0,Médio-Baixo,-22.977772650610905,-43.189384363229664,4.56,9,f
54047787,Camorim,Casa/Apto Inteiro,2,1.0,,,-22.97507,-43.41561,3.67,3,f
13434536,Centro,Casa/Apto Inteiro,2,1.0,150.0,Baixo,-22.91779,-43.18889,4.82,218,f
2766871,Camorim,Casa/Apto Inteiro,4,2.0,455.0,Médio-Baixo,-22.97966,-43.41407,4.86,7,f
1321116064333598082,Copacabana,Casa/Apto Inteiro,4,2.0,342.0,Médio-Baixo,-22.96724,-43.18625,,0,f
53047653,Copacabana,Casa/Apto Inteiro,4,1.0,214.0,Baixo,-22.97587,-43.19186,4.93,83,f
14519775,Ipanema,Casa/Apto Inteiro,4,3.0,,,-22.98653,-43.19406,5.0,3,f
1400969912813989486,Copacabana,Casa/Apto Inteiro,6,2.0,352.0,Médio-Baixo,-22.9769615,-43.191826,5.0,2,f
1284897694014851279,Urca,Casa/Apto Inteiro,2,0.0,223.0,Baixo,-22.94693,-43.16244,5.0,18,t
1367037494462955971,Centro,Casa/Apto Inteiro,4,1.0,191.0,Baixo,-22.914700896474024,-43.17750221516375,,0,f
1410324343800733561,Inhaúma,Quarto Privado,2,1.0,143.0,Baixo,-22.870768030296848,-43.28179776450487,5.0,1,f
1328959445517099642,Ipanema,Casa/Apto Inteiro,2,1.0,943.0,Médio,-22.98039,-43.20296,,0,f
21611490,Vargem Grande,Quarto Privado,2,1.0,171.0,Baixo,-23.02093,-43.49481,4.43,7,f
1156595872054628130,Copacabana,Casa/Apto Inteiro,6,2.0,666.0,Médio,-22.96643,-43.17745,4.97,32,t
53815828,Copacabana,Quarto Privado,2,1.0,225.0,Baixo,-22.98588,-43.18988,4.68,34,t
1409628861848605018,Barra da Tijuca,Casa/Apto Inteiro,4,2.0,1044.0,Médio,-23.0139923,-43.3109603,,0,f
1400790980964648833,Barra da Tijuca,Casa/Apto Inteiro,4,1.0,685.0,Médio,-23.0103,-43.34564,,0,f
40760545,Copacabana,Casa/Apto Inteiro,4,1.0,158.0,Baixo,-22.97272,-43.19077,4.75,191,f
1284024505393988295,Copacabana,Casa/Apto Inteiro,5,2.0,543.0,Médio-Baixo,-22.96596,-43.19256,4.6,5,f
1386394765726978799,Barra da Tijuca,Casa/Apto Inteiro,4,2.0,3400.0,Alto,-23.01159,-43.38472,,0,f
797752952841120408,Copacabana,Quarto Privado,2,1.0,103.0,Muito Baixo,-22.9643734,-43.1902912,4.95,61,t
1109711093144490684,São Conrado,Quarto Privado,3,1.0,,,-22.998088953870244,-43.25704392045736,,0,f
1378369568132599499,Copacabana,Casa/Apto Inteiro,6,2.0,470.0,Médio-Baixo,-22.97632362685171,-43.18817366568832,5.0,3,f
628048042263543604,Anil,Casa/Apto Inteiro,3,1.0,187.0,Baixo,-22.9559,-43.33847,5.0,1,f
1255510071668927915,Recreio dos Bandeirantes,Casa/Apto Inteiro,3,1.0,166.0,Baixo,-23.01410363902989,-43.44864651560784,4.65,31,f
14168916,Copacabana,Casa/Apto Inteiro,4,1.0,242.0,Baixo,-22.97919694578377,-43.18907365772994,4.62,205,f
1375489669832110185,Copacabana,Quarto Privado,2,1.0,367.0,Médio-Baixo,-22.96262572851549,-43.17788181345828,,0,f
1365195615900083786,Copacabana,Casa/Apto Inteiro,3,1.0,194.0,Baixo,-22.98002,-43.19057,3.67,3,
791917794523366052,Catete,Quarto Privado,2,1.0,90.0,Muito Baixo,-22.92703,-43.18321,,0,f
1410414664978321467,Copacabana,Casa/Apto Inteiro,3,1.0,258.0,Baixo,-22.98267,-43.19621,,0,f
1424662165383771814,Itanhangá,Quarto Privado,2,1.0,153.0,Baixo,-22.99868974387629,-43.31227560457153,,0,f
1055889313840097999,Jacarepaguá,Casa/Apto Inteiro,6,2.0,540.0,Médio-Baixo,-22.9631311,-43.4019402,,0,f
786447158030564991,Copacabana,Casa/Apto Inteiro,2,1.0,402.0,Médio-Baixo,-22.982497168529143,-43.19362731928573,4.0,4,f
1051829560069944514,Copacabana,Casa/Apto Inteiro,6,3.0,634.0,Médio,-22.9770751,-43.1893428,5.0,43,t
872604618557823172,Copacabana,Quarto Privado,2,2.0,110.0,Muito Baixo,-22.96614,-43.17894,,0,f
957123382293216700,Vila Militar,Casa/Apto Inteiro,2,1.0,144.0,Baixo,-22.8839144,-43.4062466,,0,f
1283964113963000564,Copacabana,Casa/Apto Inteiro,4,1.0,234.0,Baixo,-22.9655584,-43.18826350000001,4.91,22,t
1329012506829189412,Santa Teresa,Quarto Privado,4,1.0,116.0,Muito Baixo,-22.92034,-43.18381,4.87,23,
26782057,Copacabana,Casa/Apto Inteiro,2,1.0,249.0,Baixo,-22.98118,-43.19103,4.81,16,t
1245152945565798109,Recreio dos Bandeirantes,Casa/Apto Inteiro,4,1.0,169.0,Baixo,-23.0286566,-43.4721503,5.0,2,f
1336366662224382308,Copacabana,Casa/Apto Inteiro,2,1.0,264.0,Baixo,-22.96558,-43.17485,5.0,10,f
959385989235950198,Jacarepaguá,Quarto Privado,1,1.0,150.0,Baixo,-22.971364360305177,-43.41153763218714,5.0,2,f
1352973027273778665,Leme,Casa/Apto Inteiro,4,1.0,270.0,Baixo,-22.9636294,-43.1722428,5.0,3,t
1371121113821163736,Santa Teresa,Casa/Apto Inteiro,3,1.0,137.0,Muito Baixo,-22.917946761693656,-43.17776349926881,4.71,17,f
913849068022620134,Copacabana,Casa/Apto Inteiro,2,1.0,529.0,Médio-Baixo,-22.965379118484265,-43.181036822497845,5.0,2,f
952248443728416790,Recreio dos Bandeirantes,Casa/Apto Inteiro,6,0.0,1600.0,Médio-Alto,-23.0187827,-43.4902753,5.0,1,f
998643268275270535,Botafogo,Quarto Privado,2,,,,-22.94567878925641,-43.18665609964455,,0,
704351990388007263,Leblon,Casa/Apto Inteiro,4,2.0,1134.0,Médio-Alto,-22.98794,-43.22559,5.0,53,t
1004335028540716660,Copacabana,Casa/Apto Inteiro,3,1.0,335.0,Médio-Baixo,-22.9624122,-43.1772517,5.0,7,f
955201705604808400,Recreio dos Bandeirantes,Quarto Privado,3,1.0,188.0,Baixo,-23.015111971440646,-43.48143580441692,5.0,5,f
38132557,Jacarepaguá,Quarto Privado,1,1.0,79.0,Muito Baixo,-22.96958,-43.39138,,0,f
2943609,Leblon,Casa/Apto Inteiro,2,1.0,784.0,Médio,-22.98375,-43.22704,4.77,13,f
13650746,Ipanema,Casa/Apto Inteiro,4,1.0,360.0,Médio-Baixo,-22.98424,-43.21456,4.89,62,f
1409080837959798545,Copacabana,Quarto Privado,1,1.0,85.0,Muito Baixo,-22.9667,-43.18686,5.0,5,t
48714207,Copacabana,Casa/Apto Inteiro,4,1.0,800.0,Médio,-22.97149,-43.18294,,0,f
29466716,Camorim,Casa/Apto Inteiro,3,1.0,,,-22.97604,-43.41353,,0,f
1188570586810569517,Barra da Tijuca,Casa/Apto Inteiro,3,1.0,158.0,Baixo,-23.00357733181824,-43.34216790813213,4.88,26,f
35386228,Copacabana,Casa/Apto Inteiro,4,1.0,342.0,Médio-Baixo,-22.97734,-43.18965,4.89,480,t
1382010607938672708,Copacabana,Casa/Apto Inteiro,5,2.0,1100.0,Médio-Alto,-22.9762956,-43.1921247,,0,f
648608357467131986,Taquara,Quarto Privado,2,1.0,120.0,Muito Baixo,-22.92547,-43.39026,5.0,2,f
45544935,Senador Camará,Casa/Apto Inteiro,3,1.0,100.0,Muito Baixo,-22.88374,-43.48329,5.0,1,f
53606008,Copacabana,Casa/Apto Inteiro,6,3.0,307.0,Baixo,-22.981489,-43.193546,4.63,59,t
1366781379215999500,Ipanema,Casa/Apto Inteiro,6,4.0,,,-22.984802218537187,-43.19485747025199,,0,t
1121031500865671300,Flamengo,Casa/Apto Inteiro,6,2.0,650.0,Médio,-22.937828560847255,-43.17641908002135,4.92,12,t
1060189453594196638,Vila Isabel,Casa/Apto Inteiro,3,1.0,154.0,Baixo,-22.9172644,-43.2559664,4.96,51,t
1351495344935565228,Copacabana,Casa/Apto Inteiro,4,1.0,266.0,Baixo,-22.98266,-43.19442,4.94,17,f
1112919618814168096,Taquara,Quarto Privado,1,1.0,99.0,Muito Baixo,-22.91680922220797,-43.3902559064549,5.0,12,t
773765810365798902,Gávea,Casa/Apto Inteiro,4,2.0,980.0,Médio,-22.9806003,-43.24122149999999,4.99,191,t
923363967394064848,Ipanema,Casa/Apto Inteiro,2,1.0,323.0,Médio-Baixo,-22.986400415962432,-43.20197041887995,4.83,52,f
975234392091421680,Copacabana,Casa/Apto Inteiro,4,1.0,,,-22.9690417,-43.1866967,4.91,32,
1445039775726262131,Copacabana,Quarto Privado,2,1.0,196.0,Baixo,-22.97749502252004,-43.19159762052816,,0,f
1399950056964614123,Recreio dos Bandeirantes,Casa/Apto Inteiro,5,1.0,,,-23.0269593,-43.4797432,,0,f
552382081205770981,Ipanema,Casa/Apto Inteiro,4,1.0,465.0,Médio-Baixo,-22.98401,-43.20513,4.82,104,t
32514974,Botafogo,Casa/Apto Inteiro,6,3.0,413.0,Médio-Baixo,-22.9533748626709,-43.195106506347656,4.89,92,t
1365964896422170971,Copacabana,Casa/Apto Inteiro,2,1.0,256.0,Baixo,-22.97655,-43.18746,4.0,1,f
953118844375912107,Ipanema,Casa/Apto Inteiro,4,2.0,436.0,Médio-Baixo,-22.980702033091625,-43.19842966440177,4.93,56,t
1358005690612241972,Copacabana,Casa/Apto Inteiro,4,1.0,313.0,Médio-Baixo,-22.9690417,-43.1866967,4.92,12,t
1365203050534376471,Grajaú,Quarto Privado,2,1.0,252.0,Baixo,-22.92608,-43.25982,,0,f
42190018,Leblon,Casa/Apto Inteiro,4,2.0,579.0,Médio,-22.98265,-43.21651,5.0,12,t
828220209468941974,Copacabana,Casa/Apto Inteiro,4,1.0,183.0,Baixo,-22.9651933,-43.1796918,4.92,71,t
1429992776832231484,Barra da Tijuca,Casa/Apto Inteiro,2,1.0,454.0,Médio-Baixo,-23.000846,-43.3918634,,0,f
1301556689400145889,Jardim Botânico,Casa/Apto Inteiro,4,2.0,,,-22.95981584861864,-43.20855064732912,5.0,1,f
780458948131257952,Leblon,Casa/Apto Inteiro,4,1.0,572.0,Médio,-22.9834711,-43.21856820000001,4.81,26,f
1314703339418663185,Ipanema,Casa/Apto Inteiro,4,2.0,572.0,Médio,-22.9840291,-43.20091290000001,5.0,4,f
30002641,Copacabana,Casa/Apto Inteiro,2,1.0,220.0,Baixo,-22.96179,-43.17503,4.27,37,f
1077695682623521222,Urca,Casa/Apto Inteiro,4,1.0,457.0,Médio-Baixo,-22.945655616689077,-43.161417469382286,4.75,4,f
771110322522938176,Botafogo,Casa/Apto Inteiro,2,1.0,233.0,Baixo,-22.95693,-43.18418,5.0,1,f
28130085,Barra da Tijuca,Quarto Privado,2,1.0,111.0,Muito Baixo,-23.0026,-43.31034,4.81,26,f
1041115201871117180,Copacabana,Casa/Apto Inteiro,2,1.0,192.0,Baixo,-22.96742271969889,-43.18210165947676,5.0,37,t
1365870998432714410,Barra da Tijuca,Casa/Apto Inteiro,6,1.0,228.0,Baixo,-23.003319258350743,-43.30851946590496,4.6,5,t
21424708,Jardim Botânico,Casa/Apto Inteiro,2,1.0,229.0,Baixo,-22.96008,-43.20627,5.0,1,f
608706012028515009,Barra da Tijuca,Casa/Apto Inteiro,4,1.0,515.0,Médio-Baixo,-23.01315471569716,-43.32020927220583,4.97,74,t
1232065179903709730,Recreio dos Bandeirantes,Casa/Apto Inteiro,3,1.0,225.0,Baixo,-23.0288491,-43.4744486,5.0,3,f
1042639711297426506,Copacabana,Casa/Apto Inteiro,7,3.0,,,-22.976305,-43.19035849999999,,0,f
23644849,Botafogo,Casa/Apto Inteiro,16,0.0,2250.0,Alto,-22.94035,-43.18112,,0,f
1084341107620004406,Barra da Tijuca,Casa/Apto Inteiro,2,1.0,,,-23.00533081603269,-43.34188487098125,5.0,2,t
1060153145558515295,Copacabana,Casa/Apto Inteiro,4,0.0,176.0,Baixo,-22.9645918,-43.1742672,4.73,63,t
567363283289381505,Jacarepaguá,Quarto Compartilhado,4,1.0,120.0,Muito Baixo,-22.96701,-43.41314,5.0,7,t
821198370698658112,Copacabana,Casa/Apto Inteiro,2,1.0,1900.0,Alto,-22.98409,-43.19177,,0,f
31509544,Copacabana,Casa/Apto Inteiro,6,1.0,800.0,Médio,-22.9694715,-43.1845783,,0,f
42298909,Copacabana,Casa/Apto Inteiro,4,1.0,,,-22.9682,-43.18362,4.75,24,t
40682529,Copacabana,Casa/Apto Inteiro,3,1.0,205.0,Baixo,-22.98243,-43.19034,4.77,215,f
1162513371583796596,Ipanema,Casa/Apto Inteiro,4,2.0,336.0,Médio-Baixo,-22.98645586988568,-43.19692687919404,4.76,34,f
1058608307659896251,Copacabana,Casa/Apto Inteiro,4,1.0,,,-22.96772666546469,-43.184798517671695,5.0,1,t
1053428487620174682,Leblon,Casa/Apto Inteiro,4,1.0,555.0,Médio-Baixo,-22.98397,-43.21947,4.86,69,t
12711730,Vila Isabel,Casa/Apto Inteiro,5,2.0,1100.0,Médio-Alto,-22.91501,-43.2416,,0,f
1182663238036875526,Ipanema,Casa/Apto Inteiro,6,3.0,1090.0,Médio-Alto,-22.9840524,-43.2038817,5.0,18,t
1445175085078063957,Centro,Casa/Apto Inteiro,2,1.0,166.0,Baixo,-22.9108285,-43.19354690000001,,0,f
37211147,Leme,Casa/Apto Inteiro,4,1.0,297.0,Baixo,-22.964379952354488,-43.1721920962666,4.98,66,
35309494,Copacabana,Casa/Apto Inteiro,6,3.0,585.0,Médio,-22.96897,-43.19024,4.95,98,t
1287219644412515193,Copacabana,Casa/Apto Inteiro,2,1.0,361.0,Médio-Baixo,-22.983216952727997,-43.191544547221376,5.0,19,t
1119473150070741112,Copacabana,Casa/Apto Inteiro,2,1.0,361.0,Médio-Baixo,-22.9828416,-43.1918354,4.0,2,f
817404263225137193,Copacabana,Quarto Privado,1,1.0,150.0,Baixo,-22.9709485129766,-43.1869308680375,5.0,6,t
1376949768408316398,Copacabana,Quarto Privado,1,1.0,87.0,Muito Baixo,-22.9632154,-43.1778985,5.0,2,t
1408099620091284100,Centro,Casa/Apto Inteiro,6,0.0,499.0,Médio-Baixo,-22.91228,-43.18473,,0,t
1319434629414858387,Ipanema,Casa/Apto Inteiro,6,1.0,412.0,Médio-Baixo,-22.984355273402315,-43.20357508957386,4.79,14,f
7348875,Ipanema,Casa/Apto Inteiro,7,4.0,3298.0,Alto,-22.987,-43.19223,5.0,2,f
19014343,Catete,Casa/Apto Inteiro,2,1.0,93.0,Muito Baixo,-22.92327,-43.17935,5.0,4,f
1308736463475600851,Humaitá,Casa/Apto Inteiro,4,1.0,650.0,Médio,-22.95940438163072,-43.20236217116395,5.0,1,f
979107357065674961,Gávea,Casa/Apto Inteiro,3,1.0,393.0,Médio-Baixo,-22.97598,-43.22854,5.0,1,f
923261030213572157,Leblon,Casa/Apto Inteiro,4,1.0,839.0,Médio,-22.98230096024508,-43.2173698791355,4.96,77,f
1244576804156389822,Copacabana,Casa/Apto Inteiro,5,1.0,323.0,Médio-Baixo,-22.9714887,-43.1854783,5.0,1,f
721687473811078405,Recreio dos Bandeirantes,Quarto Privado,2,1.0,464.0,Médio-Baixo,-23.030907811354936,-43.47685297564087,5.0,2,f
1013611087830921654,Copacabana,Casa/Apto Inteiro,6,1.0,214.0,Baixo,-22.967654493724936,-43.1863282671767,4.83,86,
20694299,Jacarepaguá,Casa/Apto Inteiro,2,1.0,177.0,Baixo,-22.9688849,-43.38804,4.66,94,t
1356022054245552106,Laranjeiras,Casa/Apto Inteiro,4,2.0,212.0,Baixo,-22.9308032,-43.1901281,5.0,8,f
1290494327174813209,Centro,Casa/Apto Inteiro,2,1.0,160.0,Baixo,-22.9164104,-43.1884761,5.0,2,t
1439328327018996408,Barra da Tijuca,Casa/Apto Inteiro,4,1.0,254.0,Baixo,-23.00945,-43.33484,,0,f
1274043371772183647,Botafogo,Quarto Privado,2,1.0,225.0,Baixo,-22.954368527644267,-43.19243268646335,5.0,1,f
3209156,Copacabana,Casa/Apto Inteiro,2,1.0,350.0,Médio-Baixo,-22.96699,-43.18803,4.91,23,f
1243512296078354553,Copacabana,Casa/Apto Inteiro,3,1.0,211.0,Baixo,-22.9629,-43.17653,5.0,7,f
9258479,Barra da Tijuca,Casa/Apto Inteiro,4,1.0,292.0,Baixo,-23.00431,-43.33998,4.56,93,t
